,Drug,Gene
1383,DB06861,2147
1384,DB00005,4049
1385,DB00877,1577
1386,DB00146,7421
1387,DB00074,715
1388,DB00178,590
1390,DB00034,3454
1391,DB01227,1577
1392,DB01567,2565
1393,DB07063,231
1394,DB07019,23621
1395,DB02353,6352
1396,DB01355,2556
1397,DB00898,127
1398,DB00574,6532
1399,DB01250,7172
1400,DB01174,2902
1401,DB01028,55879
1402,DB00564,6331
1403,DB00281,6331
1404,DB00313,6335
1405,DB01215,2560
1406,DB01174,1580
1407,DB04315,2762
1408,DB06697,1559
1409,DB06926,5468
1410,DB00763,1576
1411,DB08596,6035
1412,DB00936,1645
1413,DB00313,1559
1414,DB01174,1137
1415,DB00753,2557
1416,DB08819,5743
1417,DB00575,1577
1418,DB00143,2941
1419,DB00224,100861540
1420,DB00224,1551
1421,DB00613,1565
1422,DB02052,1017
1423,DB06918,5644
1424,DB00804,1128
1425,DB02767,7099
1426,DB07587,1520
1427,DB00114,23464
1428,DB01267,1814
1429,DB07335,6714
1430,DB07378,28
1431,DB00121,56922
1432,DB00162,8854
1433,DB00073,715
1434,DB01380,1576
1435,DB02952,4852
1436,DB00585,590
1437,DB00241,2555
1438,DB02825,43
1439,DB06612,3567
1440,DB00935,147
1441,DB00457,148
1442,DB00189,2562
1443,DB00502,1813
1444,DB00659,2564
1445,DB01013,2908
1446,DB02325,7919
1447,DB09143,6608
1448,DB00342,1129
1449,DB00333,1559
1450,DB00835,1557
1451,DB00624,64816
1452,DB03551,4860
1453,DB00409,10280
1454,DB04574,2100
1455,DB04599,2892
1456,DB02379,4151
1457,DB05423,2908
1458,DB05812,1586
1459,DB07584,207
1460,DB01063,1812
1461,DB00715,1559
1462,DB00458,1544
1463,DB00333,4985
1464,DB01182,1544
1465,DB00862,5149
1466,DB03844,760
1467,DB04522,9344
1468,DB01363,153
1469,DB00765,7054
1470,DB00408,6531
1471,DB01577,1565
1472,DB06274,4988
1473,DB08927,3356
1474,DB00157,2597
1475,DB00550,7173
1476,DB07139,231
1477,DB08899,367
1478,DB01273,1139
1479,DB01273,89832
1480,DB00119,9194
1481,DB00177,185
1482,DB00820,50940
1483,DB00852,7124
1484,DB01029,1565
1485,DB01209,4986
1486,DB01351,2555
1487,DB05766,1814
1488,DB04237,276
1489,DB04237,277
1490,DB04237,278
1491,DB08391,10846
1492,DB06589,10019
1493,DB00312,2560
1494,DB02073,645
1495,DB06148,1555
1496,DB08696,5469
1497,DB00201,27115
1498,DB00157,6652
1499,DB00576,1559
1500,DB01365,151
1501,DB01708,2565
1502,DB08954,2902
1503,DB09079,3791
1504,DB00454,2906
1505,DB01221,1576
1506,DB05900,1956
1507,DB00819,759
1508,DB00155,353238
1509,DB01205,2567
1510,DB00458,1562
1511,DB06828,4048
1512,DB00526,2952
1513,DB03758,7184
1514,DB08342,122553
1515,DB01043,3359
1516,DB01142,1128
1517,DB00398,54600
1518,DB00199,1577
1519,DB06712,1576
1520,DB00759,23569
1521,DB04831,1559
1522,DB00703,1557
1523,DB00842,64816
1524,DB09078,1576
1525,DB04275,6697
1526,DB05184,25
1527,DB01830,3932
1528,DB00580,5743
1529,DB00850,1812
1530,DB01664,2891
1531,DB07146,3932
1532,DB04855,1565
1533,DB00783,2100
1534,DB01278,799
1535,DB07506,59342
1536,DB00526,4353
1537,DB00643,1543
1538,DB02255,176
1539,DB07602,1956
1540,DB00028,720
1541,DB00028,721
1542,DB01388,1544
1543,DB00173,55825
1544,DB01577,150
1545,DB00764,1558
1546,DB00921,4986
1547,DB00772,590
1548,DB01235,1816
1549,DB07298,5770
1550,DB07513,4129
1551,DB05260,3553
1552,DB00381,6609
1553,DB00110,2215
1554,DB00984,367
1555,DB01361,1548
1556,DB01772,2932
1557,DB00312,2554
1558,DB04530,5292
1559,DB03760,1737
1560,DB00276,7153
1561,DB00139,1468
1562,DB02052,2932
1563,DB01129,1557
1564,DB08384,10846
1565,DB06292,7364
1566,DB04844,873
1567,DB07870,32
1568,DB04751,1456
1569,DB07026,4321
1570,DB01594,2554
1571,DB06637,3739
1572,DB01843,5837
1573,DB08389,10846
1574,DB08099,5972
1575,DB01028,2890
1576,DB00213,1557
1577,DB02148,1508
1578,DB07288,2321
1579,DB01558,1557
1580,DB00501,3274
1581,DB00544,1544
1582,DB01234,1543
1583,DB04915,10495
1584,DB00850,1576
1585,DB07177,145482
1586,DB07979,1610
1587,DB00568,1548
1588,DB00622,1133
1589,DB02008,5105
1590,DB06439,4023
1591,DB00777,3358
1592,DB01003,6286
1593,DB01029,1559
1594,DB05271,1814
1595,DB01594,200959
1596,DB01006,1588
1597,DB04695,4598
1598,DB00295,54659
1599,DB00004,3561
1600,DB00568,8912
1601,DB00821,5742
1602,DB01005,6240
1603,DB01189,2561
1604,DB04464,1339
1605,DB00444,1577
1606,DB02097,7371
1607,DB00255,2099
1608,DB00349,2563
1609,DB00753,2741
1610,DB00404,2567
1611,DB01050,5468
1612,DB00327,4988
1613,DB01431,1576
1614,DB00588,5241
1615,DB00877,2280
1616,DB04525,5770
1617,DB04898,1559
1618,DB05240,5290
1619,DB06335,1576
1620,DB00208,1571
1621,DB01576,6571
1622,DB09079,3932
1623,DB04884,3350
1624,DB02367,4314
1625,DB07562,1017
1626,DB00623,1544
1627,DB03298,6714
1628,DB01496,2559
1629,DB00794,2556
1630,DB00540,1131
1631,DB00801,2565
1632,DB01229,1588
1633,DB00762,54600
1634,DB00897,2562
1635,DB07091,5644
1636,DB01189,27032
1637,DB00408,3352
1638,DB00129,383
1639,DB06905,5518
1640,DB03712,6714
1641,DB00401,776
1642,DB00114,1644
1643,DB03147,1738
1644,DB00370,4986
1645,DB02678,3963
1646,DB02678,653499
1647,DB03013,4069
1648,DB03744,5836
1649,DB00418,2559
1650,DB01049,152
1651,DB04468,2104
1652,DB06016,1576
1653,DB05125,1723
1654,DB00071,5925
1655,DB01110,81033
1656,DB04014,2932
1657,DB05740,1139
1658,DB05740,89832
1659,DB00340,1128
1660,DB00642,2618
1661,DB00473,6331
1662,DB05004,100996758
1663,DB05004,5540
1664,DB06148,1565
1665,DB00115,166785
1666,DB07685,1017
1667,DB00176,1557
1668,DB08907,6524
1669,DB04973,5894
1670,DB00180,2908
1671,DB04579,1508
1672,DB00894,1588
1673,DB03485,4057
1674,DB03821,410
1675,DB01873,7846
1676,DB04355,360203
1677,DB01080,18
1678,DB00180,1576
1679,DB04763,760
1680,DB00315,3355
1681,DB02481,125
1682,DB00186,2567
1683,DB04959,23352
1684,DB00142,124454
1685,DB00786,4313
1686,DB00155,23564
1687,DB05465,2322
1688,DB06693,1066
1689,DB00656,3350
1690,DB05490,5468
1691,DB03934,54205
1692,DB00726,6531
1693,DB07187,231
1694,DB08113,5569
1695,DB00246,150
1696,DB04444,79784
1697,DB04871,1548
1698,DB09102,64816
1699,DB00897,1577
1700,DB01708,2100
1701,DB07471,890
1702,DB00909,11280
1703,DB01107,2568
1704,DB00655,1577
1705,DB00364,2247
1706,DB06403,7364
1707,DB07829,1432
1708,DB01366,154
1709,DB02325,5645
1710,DB00890,2099
1711,DB00121,8884
1712,DB04600,760
1713,DB07624,3290
1714,DB01149,1576
1715,DB00062,348
1716,DB00200,326625
1717,DB00898,2558
1718,DB00114,189
1719,DB00522,3249
1720,DB00233,30814
1721,DB00731,5742
1722,DB00495,1548
1724,DB04147,6010
1725,DB00257,1565
1726,DB03738,60490
1727,DB00647,4985
1728,DB01242,3358
1729,DB07278,2159
1730,DB02779,5781
1731,DB07988,4314
1732,DB01033,3251
1733,DB00334,148
1734,DB06822,462
1735,DB00898,170572
1736,DB05812,1565
1737,DB00747,6476
1738,DB00128,440
1739,DB00241,2563
1740,DB00184,57053
1741,DB08340,1457
1742,DB03777,5584
1743,DB08903,1576
1744,DB00237,2891
1745,DB01110,27345
1746,DB00197,2104
1747,DB07933,2100
1748,DB07324,3320
1749,DB07099,4048
1750,DB07786,100
1751,DB00153,1591
1752,DB00131,270
1753,DB01008,2938
1754,DB00289,1557
1756,DB00846,2908
1757,DB00155,11240
1758,DB02709,1543
1759,DB04273,5409
1760,DB01215,2557
1761,DB00194,100
1762,DB04395,3098
1763,DB00562,771
1764,DB01096,1565
1765,DB00695,760
1766,DB03397,2135
1767,DB05271,1576
1768,DB06888,1017
1769,DB01307,3643
1770,DB00621,367
1771,DB05219,5142
1772,DB00327,1576
1773,DB00273,2897
1774,DB04263,4953
1775,DB00172,10465
1776,DB00470,5742
1777,DB04272,27232
1778,DB00114,3067
1779,DB08860,7364
1780,DB06928,2346
1781,DB01863,9265
1782,DB01267,152
1783,DB08292,3326
1784,DB00292,55879
1785,DB01016,1374
1786,DB01225,462
1787,DB00368,6570
1788,DB01472,148
1789,DB04799,7385
1790,DB00005,2212
1791,DB08846,762
1792,DB03929,6317
1793,DB07783,100
1794,DB07986,4314
1795,DB01949,4318
1796,DB00749,54659
1797,DB07622,1017
1798,DB04410,5645
1799,DB00278,2147
1800,DB00738,1557
1801,DB08233,890
1802,DB00898,3762
1803,DB00231,2570
1804,DB02359,3320
1805,DB04654,64499
1806,DB04654,7177
1807,DB09217,5743
1808,DB01049,2567
1809,DB01104,6531
1810,DB01188,476
1811,DB03332,4846
1812,DB00117,10991
1813,DB07340,3619
1814,DB08549,5770
1815,DB00264,153
1816,DB04400,7054
1817,DB00420,3358
1818,DB00695,5226
1819,DB05332,4352
1820,DB05595,2348
1821,DB00025,5264
1822,DB04434,7046
1823,DB01791,5141
1824,DB00513,4018
1825,DB06287,1565
1826,DB00320,3352
1827,DB00289,2905
1828,DB00490,1565
1829,DB08693,1504
1830,DB07339,4835
1831,DB04470,5644
1832,DB02471,197021
1833,DB05457,7298
1834,DB01267,3352
1836,DB01103,1577
1837,DB01221,3350
1838,DB05743,3352
1839,DB01029,185
1840,DB00317,1557
1841,DB05246,8913
1842,DB01963,1504
1843,DB04077,375
1844,DB08765,4282
1845,DB00408,3269
1846,DB08773,10499
1847,DB01708,6822
1848,DB07535,23621
1849,DB08383,10846
1850,DB00731,6833
1851,DB01173,6530
1852,DB00162,57665
1853,DB01365,154
1854,DB01090,57053
1855,DB07668,1504
1856,DB04591,2147
1857,DB05777,2153
1858,DB08642,1719
1859,DB00882,1571
1860,DB00347,1576
1861,DB00227,1557
1862,DB00929,5734
1863,DB03886,1719
1864,DB00100,2160
1865,DB01223,1571
1866,DB00415,6565
1867,DB00142,2346
1868,DB07325,3320
1869,DB01132,1558
1870,DB00201,5293
1871,DB03945,64100
1872,DB01023,7125
1873,DB05301,5337
1874,DB00382,43
1875,DB01100,1544
1876,DB07348,375
1877,DB01232,1559
1878,DB00098,3140
1879,DB00114,63826
1880,DB00898,1555
1881,DB02169,5501
1882,DB06992,3290
1883,DB01151,6609
1884,DB08443,3320
1885,DB00257,1558
1886,DB04207,10157
1887,DB00593,100861540
1888,DB00593,1551
1889,DB03903,58
1890,DB00941,590
1891,DB00441,1633
1892,DB00527,801
1893,DB00527,805
1894,DB00527,808
1895,DB00289,2906
1896,DB00130,2752
1897,DB00157,4707
1898,DB03566,7296
1899,DB00167,586
1900,DB01711,126
1901,DB00308,3775
1902,DB04902,64805
1903,DB03147,4129
1904,DB00198,4758
1905,DB03461,4190
1906,DB01174,2554
1907,DB04629,58
1908,DB00564,1557
1909,DB01351,2558
1910,DB00519,1066
1911,DB00184,1137
1912,DB03124,836
1913,DB03026,7167
1914,DB00413,3357
1915,DB00794,2891
1916,DB01107,2554
1917,DB04725,1573
1918,DB00237,2564
1919,DB05463,54106
1920,DB06712,783
1921,DB03345,22955
1922,DB06859,2147
1923,DB00139,5033
1924,DB00157,1738
1925,DB00368,153
1926,DB00497,4988
1927,DB00628,2554
1928,DB02095,4129
1929,DB03496,1017
1930,DB00918,1565
1931,DB08231,25
1932,DB00170,1571
1933,DB00993,7498
1934,DB02091,890
1935,DB01177,7153
1936,DB02379,440021
1937,DB00630,2224
1938,DB03430,197021
1939,DB00247,3351
1940,DB00025,3998
1941,DB01149,3356
1942,DB01373,775
1943,DB00953,4128
1944,DB00157,131
1945,DB05294,2328
1946,DB06751,775
1947,DB05685,1003
1948,DB00148,2593
1949,DB04395,2048
1950,DB02712,231
1951,DB06772,1576
1952,DB00149,51451
1953,DB00142,440
1954,DB00741,1576
1955,DB00393,784
1956,DB01030,1576
1957,DB01137,1576
1958,DB01559,2555
1959,DB01023,1577
1960,DB01424,1562
1961,DB02917,55869
1962,DB00744,240
1963,DB04464,4535
1964,DB02452,7084
1965,DB08465,3326
1966,DB06990,7374
1967,DB01645,8648
1968,DB00779,6999
1969,DB07150,8648
1970,DB01244,3784
1971,DB00129,6542
1972,DB00699,148
1973,DB00200,8029
1974,DB08672,1803
1975,DB03959,9955
1976,DB05147,203068
1977,DB07859,2932
1978,DB08445,1803
1979,DB01763,23530
1980,DB00825,8989
1981,DB00292,2559
1982,DB03758,1737
1983,DB06209,1557
1984,DB08896,5156
1985,DB01151,146
1986,DB08739,5550
1987,DB03963,22820
1988,DB08335,4282
1989,DB08309,1017
1990,DB00071,1363
1991,DB00371,2562
1992,DB00095,9103
1993,DB05004,4889
1994,DB00523,6257
1995,DB02155,5566
1996,DB05317,3156
1997,DB04861,153
1998,DB02402,200895
1999,DB04818,4129
2000,DB01058,1577
2001,DB00487,1544
2002,DB01890,5465
2003,DB09034,3061
2004,DB00543,6532
2005,DB01232,1565
2006,DB06958,3320
2007,DB04816,1544
2008,DB00983,1565
2009,DB00347,1557
2010,DB00408,152
2011,DB03783,5742
2012,DB01611,1565
2013,DB00949,2903
2014,DB00574,3357
2016,DB00304,2099
2017,DB00418,1137
2018,DB00606,760
2019,DB00463,2556
2020,DB01588,200959
2021,DB05098,3953
2022,DB02506,5518
2023,DB02452,7083
2024,DB01050,5743
2025,DB08807,3351
2026,DB00182,148
2027,DB00908,100861540
2028,DB00908,1551
2029,DB00202,1131
2030,DB03227,64802
2031,DB06726,155
2032,DB01009,5742
2033,DB03967,4069
2034,DB00458,147
2035,DB00241,2560
2036,DB01181,1562
2037,DB00172,9360
2038,DB00363,3358
2039,DB00078,716
2040,DB00800,146
2041,DB00539,1544
2042,DB03793,10247
2043,DB00112,2215
2044,DB08659,760
2045,DB08320,2099
2046,DB05064,3290
2047,DB01819,2027
2048,DB07787,142
2049,DB01240,5740
2050,DB02730,280
2051,DB00883,1576
2052,DB05225,241
2053,DB00151,80704
2054,DB00703,759
2055,DB00898,786
2056,DB00675,54657
2057,DB00413,1816
2058,DB00969,3359
2059,DB01273,8973
2060,DB00321,59340
2061,DB00588,4306
2062,DB01567,2569
2063,DB01577,6571
2064,DB02175,6714
2065,DB00301,1576
2066,DB02218,280
2067,DB00201,135
2068,DB00031,5340
2069,DB01199,43
2070,DB02010,3932
2071,DB04119,7317
2072,DB06963,5347
2073,DB00056,2212
2074,DB05327,231
2075,DB04077,30814
2076,DB07315,5836
2077,DB00679,1812
2078,DB00829,2556
2079,DB09079,2321
2080,DB07975,1723
2081,DB03909,8566
2082,DB05004,4887
2083,DB00647,1558
2084,DB03496,5837
2085,DB03876,5328
2086,DB02875,5644
2087,DB00418,2555
2088,DB00636,1548
2089,DB01407,154
2090,DB02893,10988
2091,DB03428,1020
2092,DB00168,7442
2093,DB00159,5468
2094,DB03661,994
2095,DB02335,4846
2096,DB03886,5805
2097,DB01579,148
2098,DB01083,1576
2099,DB01118,100861540
2100,DB01118,1551
2101,DB02710,3934
2102,DB02877,5915
2103,DB01195,6331
2104,DB00457,146
2105,DB00755,1558
2106,DB01102,154
2107,DB01558,2570
2108,DB00496,1131
2109,DB06212,1576
2110,DB07874,23621
2111,DB04607,1017
2112,DB06292,1565
2113,DB00409,1565
2114,DB04971,5468
2115,DB05338,1588
2116,DB00988,1621
2117,DB00851,1571
2118,DB08063,10062
2119,DB00171,132
2120,DB00262,2936
2121,DB00674,1565
2122,DB00515,1728
2123,DB00763,1544
2124,DB07736,23621
2125,DB02288,5644
2126,DB01118,1557
2127,DB00715,1129
2129,DB00122,55349
2130,DB00157,224
2131,DB07158,1111
2132,DB00543,146
2133,DB02458,2946
2134,DB01023,1565
2135,DB08774,1111
2136,DB05662,2099
2137,DB08838,1134
2138,DB00838,2908
2139,DB05412,4513
2140,DB06829,5770
2141,DB07405,4843
2142,DB08271,4321
2143,DB01588,2560
2144,DB00334,3354
2145,DB04036,3712
2146,DB01411,4790
2148,DB00628,2562
2149,DB00421,784
2150,DB00973,54658
2151,DB08906,2908
2152,DB00458,3356
2153,DB00749,54600
2154,DB00418,2902
2155,DB00757,1565
2156,DB06403,1910
2157,DB02701,1576
2158,DB05752,1131
2159,DB00316,1558
2160,DB01114,1576
2161,DB06774,2752
2162,DB05218,7124
2163,DB08234,1719
2164,DB01544,2557
2165,DB00475,2556
2166,DB00170,1544
2167,DB00857,1583
2168,DB00210,6257
2169,DB01049,2562
2170,DB00531,1559
2171,DB03380,4852
2172,DB08130,5604
2173,DB01613,4882
2174,DB00936,1559
2175,DB01076,1557
2176,DB07415,23621
2177,DB01032,55867
2178,DB04751,6714
2179,DB07718,4282
2180,DB01224,1128
2181,DB00366,3269
2182,DB04077,2950
2183,DB00025,2159
2184,DB05915,2660
2185,DB00996,116444
2186,DB03487,4069
2187,DB00275,185
2188,DB01065,8288
2189,DB06101,3791
2190,DB00237,2563
2191,DB00962,100861540
2192,DB00962,1551
2193,DB03760,2653
2194,DB07778,7381
2195,DB00440,7298
2196,DB00619,4914
2197,DB01227,1576
2198,DB03722,142
2199,DB00172,29920
2200,DB00794,2566
2201,DB00530,1576
2202,DB03865,5328
2203,DB02610,760
2204,DB00142,5832
2205,DB03496,1019
2206,DB00435,1555
2207,DB00651,5150
2208,DB00202,1128
2209,DB05153,7010
2210,DB04838,781
2211,DB00246,1812
2212,DB06403,54659
2213,DB01248,100861540
2214,DB01248,1551
2215,DB00396,1548
2216,DB00421,4306
2217,DB05147,10376
2218,DB00938,100861540
2219,DB00938,1551
2220,DB01036,1128
2221,DB06616,10746
2222,DB06637,3751
2223,DB08089,367
2224,DB08063,6256
2225,DB00753,2556
2226,DB00934,1128
2227,DB00472,6532
2228,DB01104,6532
2229,DB00463,2567
2230,DB00726,154
2231,DB00842,2567
2232,DB04838,1066
2233,DB05204,695
2234,DB04843,1128
2235,DB01024,3614
2236,DB00145,51268
2237,DB01058,1557
2238,DB01107,2567
2239,DB02458,2944
2240,DB04977,1579
2241,DB01151,1571
2242,DB00794,1557
2243,DB04446,5644
2244,DB00150,6999
2245,DB00468,1577
2246,DB04453,279
2247,DB06692,5644
2248,DB00051,2212
2249,DB00224,1559
2250,DB02379,360203
2251,DB06151,1147
2252,DB00967,1557
2253,DB00420,3356
2254,DB00724,1576
2255,DB00075,915
2256,DB07038,1111
2257,DB07186,5347
2258,DB04856,1559
2259,DB00465,5743
2260,DB07796,2147
2261,DB01023,7134
2262,DB08175,10062
2263,DB00898,124
2264,DB01624,1565
2265,DB04395,7203
2266,DB00157,220
2267,DB02345,820
2268,DB00723,148
2269,DB00191,1559
2270,DB01016,1576
2271,DB03461,51181
2272,DB06335,1577
2273,DB00806,5142
2274,DB00334,151
2275,DB00398,1558
2276,DB01107,2555
2277,DB01159,2565
2278,DB03499,4200
2279,DB00392,590
2280,DB00897,2567
2281,DB00072,714
2282,DB04137,390
2283,DB06681,941
2284,DB08687,54583
2285,DB00075,716
2286,DB00349,1565
2287,DB00988,3363
2288,DB00376,1133
2289,DB00804,1129
2290,DB01731,7454
2291,DB00451,1558
2292,DB07863,10499
2293,DB00151,79587
2294,DB00143,2745
2295,DB09083,1576
2296,DB05171,51107
2297,DB02448,30814
2298,DB04522,5836
2299,DB00806,4907
2300,DB01567,2560
2301,DB04141,6391
2302,DB00308,786
2303,DB00543,1815
2304,DB00185,1131
2305,DB00268,3358
2306,DB00586,5743
2307,DB01408,154
2308,DB00445,5321
2309,DB00292,1584
2310,DB00592,2562
2311,DB06151,2902
2312,DB00122,10390
2313,DB00248,1815
2314,DB00036,7035
2315,DB00157,644
2316,DB00503,1544
2317,DB00476,6531
2318,DB01036,1133
2319,DB01594,2564
2320,DB00501,100861540
2321,DB00501,1551
2322,DB07641,4128
2323,DB01420,367
2324,DB00605,1543
2325,DB08037,3832
2326,DB01337,1131
2327,DB01186,150
2328,DB04953,10
2329,DB01392,3772
2330,DB00093,552
2331,DB00829,2560
2332,DB04855,146
2333,DB08135,1017
2334,DB02142,587
2335,DB00174,440
2336,DB01354,1137
2337,DB01992,1384
2338,DB08572,890
2339,DB11362,1066
2340,DB00897,2555
2341,DB08439,5743
2342,DB01656,5141
2343,DB02733,1019
2344,DB07334,3791
2345,DB00946,1559
2346,DB00165,8566
2347,DB01238,3354
2348,DB00751,3274
2349,DB07545,6790
2350,DB01167,100861540
2351,DB01167,1551
2352,DB00157,5959
2353,DB00537,3757
2354,DB07944,2147
2355,DB04297,51564
2356,DB01049,2566
2357,DB00082,1562
2358,DB00465,5742
2359,DB00679,1557
2360,DB04882,7150
2361,DB05469,148
2362,DB00067,554
2363,DB03807,5142
2364,DB01120,6833
2365,DB00591,2908
2366,DB06216,3274
2367,DB01278,10266
2368,DB01226,590
2369,DB01437,2556
2370,DB07999,231
2371,DB07093,231
2372,DB06695,8824
2373,DB00246,3356
2374,DB00860,1576
2375,DB00897,2561
2376,DB00996,2902
2377,DB08895,3717
2378,DB07271,1803
2379,DB08142,1017
2380,DB00868,6331
2381,DB03959,2246
2382,DB00111,2209
2383,DB01074,1576
2384,DB00191,6531
2385,DB00139,8801
2386,DB01239,1131
2387,DB08256,2053
2388,DB01016,6833
2389,DB00201,1559
2390,DB00141,8704
2391,DB04781,210
2392,DB00363,1544
2393,DB01119,760
2394,DB00842,2556
2395,DB06287,100861540
2396,DB06287,1551
2397,DB06694,148
2398,DB00370,1544
2399,DB03336,1312
2400,DB00196,1559
2401,DB01236,2563
2402,DB00026,3554
2403,DB00909,770
2404,DB00171,8647
2405,DB09068,3351
2406,DB01252,54659
2407,DB00043,2206
2408,DB01352,2558
2409,DB00122,1103
2410,DB02637,6697
2411,DB00157,2936
2412,DB05509,4988
2413,DB00408,1128
2414,DB07724,5468
2415,DB00835,1128
2416,DB04690,7150
2417,DB00396,1558
2418,DB00897,2560
2419,DB07594,3320
2420,DB05281,596
2421,DB00108,714
2422,DB08486,3043
2423,DB00998,1544
2424,DB08230,5292
2425,DB00133,6301
2426,DB01058,1576
2427,DB06920,2159
2428,DB02656,5294
2429,DB00898,57053
2430,DB07080,10499
2431,DB07601,3320
2432,DB05875,590
2433,DB00572,1129
2434,DB06741,2902
2435,DB01210,153
2436,DB00849,2559
2437,DB00381,1543
2438,DB00498,79001
2439,DB06947,2147
2440,DB01708,2567
2441,DB00972,1565
2442,DB03419,1806
2443,DB00398,1576
2444,DB00829,2558
2445,DB01021,476
2446,DB03297,3249
2447,DB04272,231
2448,DB04869,796
2449,DB01615,3269
2450,DB07319,3320
2451,DB07461,2147
2452,DB01241,1544
2453,DB05265,124056
2454,DB09078,2321
2455,DB00852,3725
2456,DB00332,1565
2457,DB04530,7298
2458,DB08837,55584
2459,DB00126,3938
2460,DB01151,1129
2461,DB00535,4353
2462,DB06688,55
2463,DB00193,6530
2465,DB02833,890
2466,DB01159,2555
2467,DB00552,100
2468,DB04513,7137
2469,DB00694,7153
2470,DB07247,2155
2471,DB08066,1017
2472,DB01365,148
2473,DB00371,2565
2474,DB02843,5837
2475,DB00910,7421
2476,DB07921,4321
2477,DB08423,1432
2478,DB00143,2739
2479,DB01106,3269
2480,DB01407,1544
2481,DB07841,5229
2482,DB04794,1571
2483,DB00157,4729
2484,DB00514,1557
2485,DB00813,100861540
2486,DB00813,1551
2487,DB04552,5743
2488,DB08026,5602
2489,DB09054,1558
2490,DB06243,4953
2491,DB00806,1544
2492,DB03597,8654
2493,DB02207,4846
2494,DB04938,1557
2495,DB05398,928
2496,DB00161,7407
2497,DB05188,5467
2498,DB01205,2568
2499,DB01151,152
2500,DB04725,30814
2501,DB03370,100
2502,DB00201,5151
2503,DB04983,5029
2504,DB08247,1017
2505,DB00308,3757
2506,DB04821,6530
2507,DB00997,1545
2508,DB00201,1545
2509,DB00172,5479
2510,DB00475,2558
2511,DB01131,1719
2512,DB00806,8654
2513,DB00157,1645
2514,DB08889,5696
2515,DB00545,1576
2516,DB08463,1017
2517,DB00203,1577
2518,DB00130,2162
2519,DB00215,1565
2520,DB00862,5148
2521,DB03461,4842
2522,DB00157,4722
2523,DB00114,2875
2524,DB00470,1269
2525,DB08901,1577
2526,DB01107,2556
2527,DB00114,113451
2528,DB00157,3033
2529,DB01698,1576
2530,DB00119,9123
2531,DB01224,1132
2532,DB03144,4843
2533,DB00882,1544
2534,DB07746,10988
2535,DB01424,1559
2536,DB04315,2770
2537,DB00128,2805
2538,DB01011,1576
2539,DB01595,2561
2540,DB00145,206358
2541,DB00157,9563
2542,DB01626,4129
2543,DB04117,1892
2544,DB05001,1803
2545,DB05146,5156
2546,DB08356,5166
2547,DB02813,3074
2548,DB08098,231
2549,DB07267,7046
2550,DB00780,1576
2551,DB00349,2560
2552,DB00370,1812
2553,DB03059,35
2554,DB01190,1576
2555,DB00081,714
2556,DB00196,1584
2557,DB02528,4151
2558,DB02140,1512
2559,DB00586,5320
2560,DB00995,25824
2561,DB06997,4233
2562,DB02902,6783
2563,DB08073,208
2564,DB04315,5898
2565,DB07412,1803
2566,DB01429,1565
2567,DB00134,23743
2568,DB00471,5742
2569,DB05361,2149
2570,DB06228,1576
2571,DB00849,2898
2572,DB01142,1544
2573,DB00740,1544
